Idade;Classe de Trabalho;Peso Final;Educacao;Id-Educacao;Estado Civil;Ocupacao;Relacao;Raca;Sexo;Ganho de Capital;Perda de Capital;Horas-Por-Semana;Nacionalidade;Ganho Anual
41; Trabalhador-nao-autonomo;214541; Formado-EM;9; Divorciado; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;1590;40;Brasil; <=25K
49; Trabalhador-nao-autonomo;163352; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;85;Brasil; >25K
36; Trabalhador-nao-autonomo;153976; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
47; Governo-municipal;247676; Mestrado;14; Divorciado; Profissional-especializado; Nao-casado; Branco; Feminino;5455;0;45;Brasil; <=25K
49; Chefe-de-estado;155372; Mestrado;14; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
52; Privado;329733; Faculdade;10; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
52; Privado;162576; Associacao-academica;12; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; >25K
26; Privado;176520; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;53;Brasil; <=25K
51; Chefe-de-estado;226885; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
18; Privado;120781; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
30; Privado;375827; Formado-EM;9; Nunca-casou; Limpeza; Membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
46; Privado;205504; Formado-EM;9; Divorciado; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;20;Brasil; <=25K
28; Privado;198813; Formado-EM;9; Nunca-casou; Limpeza; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
48; Trabalhador-autonomo;254291; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;7298;0;50;Brasil; >25K
62; Privado;159908; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;38;Brasil; >25K
49; Privado;40000; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;4064;0;44;Brasil; <=25K
69; Privado;102874; Formado-EM;9; Viuvo; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;24;Brasil; <=25K
35; Privado;117381; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;8614;0;45;Brasil; >25K
78; Privado;180239; Mestrado;14; Viuvo; Reparo-artesanal; Nao-casado; Asiatico; Masculino;0;0;40;Brasil; <=25K
61; Privado;539563; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;45;Brasil; >25K
24; Privado;261561; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
29; Privado;81057; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
36; Trabalhador-nao-autonomo;160120; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Outros; Masculino;0;0;45;Brasil; <=25K
17; Privado;41979; 1-colegial;6; Nunca-casou; Fazenda-pesca; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
27; Privado;275110; Formado-EM;9; Conjuge-civ-casado; Limpeza; Marido; Negro; Masculino;0;0;80;Brasil; >25K
64; Privado;265661; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
33; Trabalhador-nao-autonomo;193246; Formado-EM;9; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;55;Brasil; <=25K
32; Privado;236543; 3-colegial;8; Conjuge-civ-casado; Reparo-artesanal; Membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
19; Privado;29510; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;20;Brasil; <=25K
42; Chefe-de-estado;105804; 2-colegial;7; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;194604; Bacharelado;13; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;15;Brasil; <=25K
23; Privado;1038553; Formado-EM;9; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Negro; Masculino;0;0;45;Brasil; <=25K
51; Governo-municipal;209320; Pos-graduado;15; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;3325;0;40;Brasil; <=25K
31; Privado;193231; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;3325;0;60;Brasil; <=25K
44; Privado;307468; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;29;Brasil; >25K
38; Privado;255941; Mestrado;14; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;10520;0;50;Brasil; >25K
44; Governo-municipal;107845; Associacao-academica;12; Divorciado; Seguranca; Nao-membro-da-familia; Branco; Feminino;0;0;56;Brasil; >25K
44; Trabalhador-nao-autonomo;567788; 5ou6-ano;3; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;91857; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;44;Brasil; <=25K
36; Privado;732569; 9-ano;5; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
29; Privado;86613; 1ou4-ano;2; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;20;Brasil; <=25K
46; Privado;35961; Associacao-academica;12; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;25;Brasil; <=25K
47; Privado;114754; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
30; Privado;235124; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;99999;0;40;Brasil; >25K
37; Governo-municipal;218490; Formado-EM;9; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;7688;0;35;Brasil; >25K
27; Privado;329426; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
43; Privado;181015; Formado-EM;9; Divorciado; Operador-maquina; Nao-casado; Branco; Feminino;0;0;50;Brasil; <=25K
44; Trabalhador-nao-autonomo;264740; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
31; Privado;381153; Faculdade;10; Nunca-casou; Executivo-gerencial; Nao-casado; Branco; Masculino;0;0;60;Brasil; <=25K
34; Privado;189759; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;1977;45;Brasil; >25K
39; Privado;230467; Bacharelado;13; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;1092;40;Brasil; <=25K
36; Privado;218542; Faculdade;10; Divorciado; Reparo-artesanal; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
57; Privado;298507; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;3103;0;40;Brasil; >25K
78; Privado;111189; 7ou8-ano;4; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Feminino;0;0;35;Brasil; <=25K
24; Privado;168997; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
39; Privado;168894; Faculdade;10; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
21; Privado;149809; Associacao-academica;12; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;344073; Formado-EM;9; Separado; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; >25K
22; Privado;416165; Faculdade;10; Nunca-casou; Vendas; Nao-casado; Branco; Feminino;0;0;32;Brasil; <=25K
36; Privado;41490; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
61; Privado;40269; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;40;Brasil; >25K
67; ?;243256; 9-ano;5; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;15;Brasil; <=25K
42; Privado;250536; Faculdade;10; Separado; Outros-servicos; Nao-casado; Negro; Feminino;0;0;21;Brasil; <=25K
49; Governo-federal;105586; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Asiatico; Masculino;0;0;40;Brasil; >25K
58; Privado;51499; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
37; Governo-municipal;189878; Faculdade;10; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
39; Privado;179481; Formado-EM;9; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;4650;0;44;Brasil; <=25K
25; Privado;299765; Faculdade;10; Separado; Assistente-administrativo; Membro-da-familia; Negro; Feminino;0;0;40;Brasil; <=25K
45; Trabalhador-autonomo;155664; 5ou6-ano;3; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; >25K
30; Privado;54608; Bacharelado;13; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
49; ?;174702; Faculdade;10; Nunca-casou; ?; Nao-membro-da-familia; Branco; Masculino;0;0;35;Brasil; <=25K
36; Trabalhador-nao-autonomo;285020; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;2885;0;40;Brasil; <=25K
23; Privado;201145; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;65;Brasil; <=25K
51; Privado;125796; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Negro; Feminino;0;0;35;Brasil; <=25K
55; Privado;249072; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
35; Privado;99156; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
45; Chefe-de-estado;94754; Mestrado;14; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;111128; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;48;Brasil; >25K
32; Governo-municipal;157887; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
39; Privado;74194; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;55;Brasil; <=25K
47; Trabalhador-autonomo;168191; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
49; Privado;28334; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;45;Brasil; >25K
52; Privado;84278; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;7688;0;55;Brasil; >25K
44; Privado;721161; Faculdade;10; Separado; Operador-maquina; Nao-membro-da-familia; Negro; Masculino;0;0;40;Brasil; <=25K
36; Privado;188069; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
40; Privado;145178; Faculdade;10; Divorciado; Reparo-artesanal; Nao-casado; Negro; Feminino;0;0;30;Brasil; <=25K
17; Privado;52967; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;6;Brasil; <=25K
18; Privado;177578; Formado-EM;9; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;38;Brasil; <=25K
30; Trabalhador-autonomo;185384; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;25;Brasil; <=25K
66; Privado;66008; Formado-EM;9; Viuvo; Servico-caseiro-privado; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
59; Privado;329059; Bacharelado;13; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
30; Governo-municipal;348802; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
50; Privado;34233; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
24; Privado;509629; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;25;Brasil; <=25K
28; Privado;27956; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Asiatico; Masculino;0;0;99;Brasil; <=25K
44; Governo-municipal;83286; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
25; Privado;309098; Curso-profissionalizante;11; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
45; Privado;188950; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
20; Privado;224217; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
67; Privado;222899; Curso-profissionalizante;11; Divorciado; Profissional-especializado; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
40; Trabalhador-nao-autonomo;123306; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; >25K
52; Governo-federal;279337; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;347166; Doutorado;16; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; >25K
37; Governo-municipal;251396; Associacao-academica;12; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; >25K
17; Trabalhador-autonomo;143034; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;4;Brasil; <=25K
25; Privado;57635; Curso-profissionalizante;11; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;0;0;42;Brasil; >25K
35; Governo-municipal;162651; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
63; Privado;28334; Mestrado;14; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; >25K
38; Governo-municipal;84570; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Nordicos; Feminino;0;0;40;Brasil; <=25K
33; Privado;181091; Bacharelado;13; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;60;Brasil; >25K
51; Governo-municipal;117496; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
64; Chefe-de-estado;216160; Doutorado;16; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;50;Brasil; >25K
50; Trabalhador-autonomo;204447; Faculdade;10; Divorciado; Seguranca; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
18; Privado;374969; 1-colegial;6; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;56;Brasil; <=25K
67; Privado;35015; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;99;Brasil; <=25K
46; Privado;179869; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
60; Trabalhador-nao-autonomo;137733; Bacharelado;13; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
29; Privado;193125; Formado-EM;9; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
30; Privado;103649; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
56; Chefe-de-estado;54260; Doutorado;16; Conjuge-civ-casado; Profissional-especializado; Nao-membro-da-familia; Asiatico; Masculino;2885;0;40;Brasil; <=25K
29; Privado;197932; Formado-EM;9; Conjuge-civ-casado; Limpeza; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
37; Privado;249720; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-casado; Negro; Feminino;0;0;27;Brasil; <=25K
55; Privado;223613; 1ou4-ano;2; Divorciado; Servico-caseiro-privado; Nao-casado; Branco; Feminino;0;0;30;Brasil; <=25K
24; Privado;259865; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
21; Privado;301694; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;35;Brasil; <=25K
46; Trabalhador-autonomo;276934; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;70;Brasil; >25K
25; Privado;395512; 3-colegial;8; Conjuge-civ-casado; Operador-maquina; Membro-da-familia; Outros; Masculino;0;0;40;Brasil; <=25K
40; Privado;168071; Formado-EM;9; Nunca-casou; Reparo-artesanal; Filho-proprio; Branco; Masculino;0;0;28;Brasil; <=25K
23; Privado;45317; Faculdade;10; Separado; Vendas; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
43; Trabalhador-nao-autonomo;311177; Faculdade;10; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Negro; Masculino;0;0;30;Brasil; <=25K
29; Trabalhador-nao-autonomo;190636; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Nordicos; Masculino;0;1485;60;Brasil; >25K
59; Privado;221336; 1-colegial;6; Viuvo; Outros-servicos; Membro-da-familia; Asiatico; Feminino;0;0;40;Brasil; <=25K
18; Privado;120691; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Masculino;0;0;35;Brasil; <=25K
28; Privado;107389; Formado-EM;9; Nunca-casou; Executivo-gerencial; Filho-proprio; Branco; Masculino;0;0;32;Brasil; <=25K
17; Privado;293440; 2-colegial;7; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;15;Brasil; <=25K
53; Privado;145409; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; >25K
22; Privado;213902; 5ou6-ano;3; Nunca-casou; Servico-caseiro-privado; Membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
63; Privado;100099; Formado-EM;9; Casado-conjuge-ausente; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;191856; Mestrado;14; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;0;0;45;Brasil; >25K
40; Governo-municipal;233891; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-casado; Negro; Feminino;0;0;35;Brasil; <=25K
61; Trabalhador-nao-autonomo;96073; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;50;Brasil; >25K
35; Privado;474136; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;1408;40;Brasil; <=25K
43; Trabalhador-nao-autonomo;355856; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Asiatico; Masculino;0;0;50;Brasil; <=25K
20; ?;144685; Faculdade;10; Nunca-casou; ?; Filho-proprio; Asiatico; Feminino;0;1602;40;Brasil; <=25K
48; Trabalhador-nao-autonomo;139212; Faculdade;10; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
56; Chefe-de-estado;143931; Bacharelado;13; Viuvo; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
51; Governo-federal;160703; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;191291; Faculdade;10; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
44; Privado;68729; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Asiatico; Masculino;0;1902;40;Brasil; >25K
61; Privado;119986; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
37; Privado;227545; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;44;Brasil; >25K
36; Privado;32776; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;1977;40;Brasil; >25K
34; Privado;228881; Faculdade;10; Separado; Operador-maquina; Nao-membro-da-familia; Outros; Masculino;0;0;40;Brasil; <=25K
23; Privado;84648; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;25;Brasil; <=25K
63; Governo-federal;101996; Mestrado;14; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; >25K
63; ?;68954; Formado-EM;9; Viuvo; ?; Nao-membro-da-familia; Negro; Feminino;0;0;11;Brasil; <=25K
47; Governo-municipal;285060; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;1977;41;Brasil; >25K
55; Trabalhador-autonomo;209569; Formado-EM;9; Divorciado; Vendas; Nao-casado; Branco; Feminino;0;0;50;Brasil; >25K
31; Governo-municipal;331126; Bacharelado;13; Nunca-casou; Seguranca; Filho-proprio; Negro; Masculino;0;0;48;Brasil; <=25K
27; Privado;279872; Faculdade;10; Divorciado; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
